Data Set 1:Time(s),Data Set 1:Position Y 1(m),Data Set 1:Velocity Y 1(m/s),Data Set 1:Acceleration Y 1(m/s??),Data Set 1:Position Y 2(m),Data Set 1:Velocity Y 2(m/s),Data Set 1:Acceleration Y 2(m/s??),Data Set 2:Time(s),Data Set 2:Position Y 1(m),Data Set 2:Velocity Y 1(m/s),Data Set 2:Acceleration Y 1(m/s??),Data Set 2:Position Y 2(m),Data Set 2:Velocity Y 2(m/s),Data Set 2:Acceleration Y 2(m/s??),Data Set 3:Time(s),Data Set 3:Position Y 1(m),Data Set 3:Velocity Y 1(m/s),Data Set 3:Acceleration Y 1(m/s??),Data Set 3:Position Y 2(m),Data Set 3:Velocity Y 2(m/s),Data Set 3:Acceleration Y 2(m/s??),Data Set 4:Time(s),Data Set 4:Position Y 1(m),Data Set 4:Velocity Y 1(m/s),Data Set 4:Acceleration Y 1(m/s??),Data Set 4:Position Y 2(m),Data Set 4:Velocity Y 2(m/s),Data Set 4:Acceleration Y 2(m/s??),Data Set 5:Time(s),Data Set 5:Position Y 1(m),Data Set 5:Velocity Y 1(m/s),Data Set 5:Acceleration Y 1(m/s??),Data Set 5:Position Y 2(m),Data Set 5:Velocity Y 2(m/s),Data Set 5:Acceleration Y 2(m/s??),Data Set 6:Time(s),Data Set 6:Position Y 1(m),Data Set 6:Velocity Y 1(m/s),Data Set 6:Acceleration Y 1(m/s??),Data Set 6:Position Y 2(m),Data Set 6:Velocity Y 2(m/s),Data Set 6:Acceleration Y 2(m/s??),Data Set 7:Time(s),Data Set 7:Position Y 1(m),Data Set 7:Velocity Y 1(m/s),Data Set 7:Acceleration Y 1(m/s??),Data Set 7:Position Y 2(m),Data Set 7:Velocity Y 2(m/s),Data Set 7:Acceleration Y 2(m/s??),Data Set 9:Time(s),Data Set 9:Position Y 1(m),Data Set 9:Velocity Y 1(m/s),Data Set 9:Acceleration Y 1(m/s??),Data Set 9:Position Y 2(m),Data Set 9:Velocity Y 2(m/s),Data Set 9:Acceleration Y 2(m/s??),Data Set 11:Time(s),Data Set 11:Position Y 1(m),Data Set 11:Velocity Y 1(m/s),Data Set 11:Acceleration Y 1(m/s??),Data Set 11:Position Y 2(m),Data Set 11:Velocity Y 2(m/s),Data Set 11:Acceleration Y 2(m/s??),Data Set 12:Time(s),Data Set 12:Position Y 1(m),Data Set 12:Velocity Y 1(m/s),Data Set 12:Acceleration Y 1(m/s??),Data Set 12:Position Y 2(m),Data Set 12:Velocity Y 2(m/s),Data Set 12:Acceleration Y 2(m/s??)
1.46,2.381433964,0.388852259,-0.034387419,2.113100052,0.386811296,-0.03404122,1.46,3.223194122,0,0,1.645782113,0.823993236,-0.033206076,1.46,3.955905437,0.394979616,0.682825706,1.985181808,0.406551527,-0.980402929,1.46,3.916206598,0,0,1.753850937,0.831821892,-0.026830369,1.46,4.087744236,0.39532019,-0.033665241,2.138585567,0.394468175,-0.004608897,1.46,3.914491415,0,0,1.770269513,0.819739203,-0.041122376,1.46,4.595986366,0.391404827,-0.023631908,2.321395874,0.389193992,-0.012062812,1.46,4.492083549,0.814632575,-0.056144264,3.837544441,0,0,1.46,4.682490349,0.815655788,-0.034984845,3.311903715,0,0,1.46,5.10594368,0.381534298,-0.018453524,3.442762613,0.380684601,-0.029194088
1.5,2.396872282,0.386811131,-0.029420595,2.12853837,0.386129485,-0.01950178,1.5,3.223194122,0,0,1.67886436,0.823143042,-0.042653309,1.5,3.972079039,0.398552583,0.171466949,2.001110315,0.397532019,-0.311992258,1.5,3.916206598,0,0.008390642,1.787178278,0.829949644,-0.044321124,1.5,4.103427887,0.393620465,-0.016193055,2.154514074,0.394297971,-0.015834553,1.5,3.914491415,0,0.006263432,1.802861691,0.816676352,-0.040885119,1.5,4.61166954,0.389703446,-0.026100718,2.337079287,0.389022463,-0.008280952,1.5,4.524675369,0.81207984,-0.046541293,3.837544441,0,0,1.5,4.715082645,0.814802779,-0.030141048,3.311903715,0,0,1.5,5.12138176,0.379832255,-0.025752334,3.457955837,0.380003783,-0.015483755
1.54,2.412310839,0.386130479,-0.015484215,2.143976688,0.38579007,-0.016306883,1.54,3.223194122,0,0,1.711701632,0.820761174,-0.057076736,1.54,3.987762451,0.396679507,0.015018784,2.017038822,0.397191528,-0.071619856,1.54,3.916206598,0,0.06653426,1.820260525,0.827907274,-0.082843155,1.54,4.119111538,0.394469168,-0.008649342,2.170197487,0.392766297,-0.019610664,1.54,3.914491415,0,0.051171001,1.835453868,0.8166766,-0.063224845,1.54,4.627108097,0.389024946,-0.021742128,2.352517605,0.388852259,-0.012166292,1.54,4.557022572,0.810210572,-0.023722971,3.837544441,0,0,1.54,4.747674465,0.813952088,-0.038859837,3.311903715,0,0,1.54,5.136330128,0.378303064,-0.008850094,3.4731493,0.379833579,-0.009692194
1.58,2.427749157,0.385959281,-0.009806482,2.159415245,0.385279457,-0.023761143,1.58,3.223194122,0,0.00141814,1.744538903,0.818038152,-0.060631284,1.58,4.00369072,0.397021737,-0.009779692,2.032967329,0.396000014,-0.018320552,1.58,3.916206598,0,0.347679964,1.853342772,0.827056501,-0.287994317,1.58,4.135039806,0.394128097,-0.026135211,2.185880899,0.39225618,-0.014639011,1.58,3.914491415,0,0.272045303,1.86829114,0.814804435,-0.217805824,1.58,4.642791748,0.388342142,-0.02293721,2.368201017,0.38834297,-0.022919849,1.58,4.589369774,0.810892383,-0.016771395,3.837544441,0,0,1.58,4.780266762,0.811742412,-0.049259836,3.311903715,0,0.004727094,1.58,5.15152359,0.37932429,0.002349462,3.488342524,0.379663375,-0.015365673
1.62,2.443187475,0.385790235,-0.016299985,2.174853563,0.38357642,-0.026354819,1.62,3.223194122,0,0.01808134,1.777131081,0.815485004,-0.062171531,1.62,4.019619465,0.395832956,-0.00992169,2.048650742,0.39582981,-0.003545407,1.62,3.916206598,0.012082524,1.065966754,1.886425018,0.818037821,-0.878767294,1.62,4.150723457,0.392085314,-0.036764476,2.201564312,0.391917262,-0.015354405,1.62,3.914491415,0.009019342,0.862697438,1.900638223,0.807997088,-0.664636113,1.62,4.658229828,0.386810303,-0.016539139,2.383639574,0.386641092,-0.026004481,1.62,4.62196207,0.810211566,-0.038662994,3.837544441,0,0,1.62,4.812613964,0.809360213,-0.052832895,3.311903715,0,0.040062163,1.62,5.166717052,0.379491846,-0.008878149,3.503535986,0.378982557,-0.028485593
1.66,2.458626032,0.385109749,-0.033442874,2.190046787,0.382896761,-0.023273751,1.66,3.223194122,0,0.112860659,1.809723258,0.814122872,-0.118181845,1.66,4.035303116,0.395830803,-0.001554274,2.064579248,0.396680832,-0.015125426,1.66,3.916206598,0.059561763,2.280956847,1.919507384,0.779577841,-1.956555808,1.66,4.166406631,0.390042861,-0.022216068,2.217247963,0.391406649,-0.02364605,1.66,3.914491415,0.046628217,1.918024464,1.9332304,0.781790002,-1.580277975,1.66,4.673668385,0.386642085,-0.004727899,2.399077892,0.385959281,-0.021747647,1.66,4.654309273,0.806976689,-0.045066354,3.837544441,0,0,1.66,4.844961166,0.80816812,-0.099657954,3.311903715,0,0.217446689,1.66,5.181910038,0.378981233,-0.029173852,3.51872921,0.376940105,-0.029549256
1.7,2.47406435,0.382897258,-0.044793626,2.205485344,0.382216275,-0.030251542,1.7,3.223194122,0.002042121,0.462669787,1.842315316,0.811230226,-0.380646886,1.7,4.051231384,0.396681163,-0.014669595,2.080507755,0.394978954,-0.033557967,1.7,3.916206598,0.213231146,2.955165289,1.952344537,0.65705056,-2.825633841,1.7,4.181845188,0.389872988,0.00178676,2.232931376,0.38970328,-0.026128887,1.7,3.914491415,0.17068651,2.689370426,1.965822577,0.68887348,-2.567298239,1.7,4.689106941,0.38749112,-0.015255754,2.414516211,0.385279457,-0.022925942,1.7,4.686411381,0.805782278,-0.033825176,3.837544441,0,0,1.7,4.877308369,0.805952483,-0.336241253,3.311903715,0.006807016,0.716038508,1.7,5.1971035,0.376771556,-0.039332627,3.533677578,0.375408265,-0.005081687
1.74,2.489257813,0.380684601,-0.037349715,2.220678568,0.380344192,-0.034155738,1.74,3.223194122,0.019910766,1.250212023,1.874662519,0.797446403,-1.033935868,1.74,4.06716013,0.394978788,-0.033456211,2.096191168,0.392936998,-0.029295614,1.74,3.933605433,0.359242823,2.137020023,1.973419189,0.504402816,-2.500284866,1.74,4.197528362,0.391235285,0.001677071,2.248369694,0.389022463,-0.021740978,1.74,3.927479267,0.310570829,2.28343474,1.990818024,0.540139609,-2.642101551,1.74,4.704790115,0.385789076,-0.032850622,2.429954767,0.383747617,-0.016551097,1.74,4.718758106,0.804931257,-0.034256344,3.837544441,0,0,1.74,4.90941,0.794890854,-0.963485397,3.311903715,0.037268466,1.657089264,1.74,5.212051868,0.374729766,-0.023521299,3.548625708,0.3767699,0.012414645
1.78,2.504451036,0.379833579,-0.026712401,2.23587203,0.379322966,-0.034157693,1.78,3.223194122,0.084407959,2.347616663,1.907009602,0.750647568,-2.130863004,1.78,4.082843304,0.392936336,-0.029314125,2.11187458,0.392257671,-0.015473292,1.78,3.949779034,0.396511787,0.919901455,1.989347696,0.427313315,-1.400638498,1.78,4.213212013,0.391067399,-0.022805675,2.264053106,0.38834297,-0.022922953,1.78,3.942672491,0.375238227,1.272784523,2.006991625,0.437183264,-1.71499712,1.78,4.719983578,0.383748611,-0.026003446,2.445147991,0.38357642,-0.00472468,1.78,4.750860214,0.803061989,-0.034951731,3.837544441,0,0,1.78,4.941757202,0.751668877,-2.057674904,3.311903715,0.14005469,2.497574314,1.78,5.227000237,0.374558899,-0.001563472,3.56381917,0.378131701,-0.008972891
1.82,2.519644499,0.379152762,-0.027775718,2.251065254,0.377450718,-0.030255221,1.82,3.226134777,0.233823723,2.748823874,1.938621521,0.614507165,-2.83709388,1.82,4.098526955,0.392255518,-0.01548272,2.127558231,0.392087466,-0.009701852,1.82,3.965952635,0.405020681,0.261170215,2.005521297,0.406892515,-0.543143474,1.82,4.228895664,0.38902296,-0.039248463,2.279491663,0.386811131,-0.016554891,1.82,3.958846092,0.398553246,0.496940158,2.022920132,0.405189974,-0.74014953,1.82,4.735422134,0.383236011,-0.008282102,2.460586309,0.3844286,-0.01535452,1.82,4.782962322,0.802041756,-0.037093313,3.837544441,0,0.007563374,1.82,4.973369122,0.620124406,-2.81367313,3.321705818,0.275515185,2.384011024,1.82,5.241948605,0.37574735,-0.004747216,3.579012394,0.376430154,-0.039933272
1.86,2.534837723,0.377450718,-0.027064004,2.266013622,0.376770066,-0.023396088,1.86,3.243043661,0.357541607,1.876064358,1.956510544,0.470708393,-2.273747778,1.86,4.114210129,0.392085314,-0.009685755,2.143241644,0.391915772,-0.015497323,1.86,3.982126236,0.403488841,0.013934195,2.021694899,0.403318803,-0.163564562,1.86,4.244333744,0.386810303,-0.029304467,2.294929981,0.386639602,-0.004734453,1.86,3.975019693,0.400424831,0.10185783,2.038848639,0.398382876,-0.224184636,1.86,4.75061512,0.383406215,0.001781471,2.476024866,0.382726888,-0.033561071,1.86,4.81506443,0.800169839,-0.057549986,3.837544441,0,0.060388795,1.86,4.991993427,0.474624832,-2.319251912,3.336163998,0.360433923,1.501572997,1.86,5.25714159,0.375236736,-0.030355597,3.593960762,0.373878578,-0.04632226
1.9,2.549786091,0.376770066,-0.022568705,2.281206846,0.37608958,-0.027055956,1.9,3.258727074,0.388852921,0.783977915,1.972439051,0.413698786,-1.174226219,1.9,4.12989378,0.391915441,-0.015469843,2.158925056,0.391234623,-0.029312861,1.9,3.998299837,0.401446058,-0.025896172,2.0378685,0.401446389,-0.054140368,1.9,4.259772301,0.386301676,-0.009692194,2.310368299,0.387490624,-0.015354405,1.9,3.9909482,0.39838122,-0.016550522,2.054777145,0.398212671,-0.046799649,1.9,4.766053677,0.384429428,-0.012172961,2.49121809,0.380684601,-0.029191559,1.9,4.846921444,0.799489021,-0.179633498,3.837544441,0,0.316716248,1.9,5.007677078,0.411997239,-1.208987317,3.352582693,0.391405821,0.634610331,1.9,5.272089958,0.372176038,-0.032824407,3.60890913,0.371665921,-0.026128887
1.94,2.564979315,0.37608958,-0.026228688,2.296155214,0.374388695,-0.026945117,1.94,3.274655581,0.395319197,0.216965391,1.988367558,0.396510462,-0.447785815,1.94,4.145576954,0.391235285,-0.02929067,2.174608469,0.389192502,-0.033553828,1.94,4.014228344,0.399913059,-0.005555167,2.053797007,0.399743848,-0.016919199,1.94,4.275210857,0.386469894,-0.001663043,2.326051712,0.38579007,-0.033550608,1.94,4.006876469,0.396169722,-0.022210664,2.070705652,0.398042467,-0.0165469,1.94,4.781492233,0.382725398,-0.032979167,2.506411552,0.380003783,-0.014655798,1.94,4.879023552,0.794723961,-0.591487566,3.837544441,0.010891259,0.97851154,1.94,5.023360252,0.396340423,-0.43940144,3.368266106,0.393957727,0.173245545,1.94,5.286793232,0.371496214,-0.010973739,3.623612404,0.371494393,0.000935232
1.98,2.579927683,0.374388695,-0.023754475,2.311103582,0.373706884,-0.022694262,1.98,3.290338993,0.393446949,0.029659865,2.00405097,0.392936336,-0.127044299,1.98,4.161260605,0.389195151,-0.033561646,2.190046787,0.387491948,-0.015352105,1.98,4.030156612,0.401275853,0.013248581,2.069725513,0.40059338,-0.004501967,1.98,4.290648937,0.387320916,-0.019257911,2.341245174,0.383748114,-0.029302858,1.98,4.02256012,0.395999849,0.001426648,2.086634159,0.397531854,-0.022930312,1.98,4.796685219,0.380683276,-0.030001234,2.521604776,0.379833579,-0.005791447,1.98,4.910880566,0.770047969,-1.434689089,3.837544441,0.054286089,2.111601126,1.98,5.039288998,0.394297971,-0.120903837,3.383949518,0.394808749,0.026950751,1.98,5.3017416,0.372347567,-0.008983009,3.638560534,0.372855862,0.001655915
2.02,2.594876051,0.373877088,-0.016314702,2.326051712,0.373026232,-0.026938448,2.02,3.306022406,0.394468175,-0.001770088,2.019734383,0.392255684,-0.033674095,2.02,4.176699162,0.38749112,-0.015372571,2.205485344,0.388343136,-0.004728244,2.02,4.046330452,0.402637819,-0.004957396,2.085898876,0.400423176,-0.015828,2.02,4.306332588,0.38528045,-0.043614871,2.356683493,0.383067462,-0.015479961,2.02,4.038488388,0.397361649,0.002373608,2.102562666,0.39582981,-0.026121529,2.02,4.811878681,0.380005108,-0.019486488,2.536798239,0.379833579,-0.005909184,2.02,4.942737579,0.68938401,-2.411780994,3.837544441,0.195191801,2.788409223,2.02,5.054972172,0.392766131,-0.036278809,3.399878025,0.394298633,-0.016649748,2.02,5.316689968,0.371155805,-0.016684471,3.653508902,0.372686651,-0.022102814
2.06,2.609824181,0.373536679,-0.019498215,2.34100008,0.371325513,-0.026940977,2.06,3.321950912,0.394127932,-0.026702398,2.035417795,0.391915772,-0.017239241,2.06,4.192137241,0.388342142,-0.004601193,2.221168756,0.388171938,-0.016546843,2.06,4.062503815,0.401106146,-0.029664349,2.101827383,0.398892827,-0.01960342,2.06,4.321526051,0.38204458,-0.029321254,2.371876955,0.382897258,-0.009691389,2.06,4.054417133,0.397191776,-0.01889711,2.118246078,0.395148993,-0.022456717,2.06,4.827072144,0.379664699,-0.020107829,2.551991463,0.379663375,-0.015480651,2.06,4.968713284,0.547626615,-2.626614806,3.853227854,0.334906412,2.102158895,2.06,5.070655823,0.392255849,-0.015942863,3.415561438,0.392768284,-0.023747231,2.06,5.331393242,0.370644199,-0.019418881,3.66845727,0.370643205,-0.035932495
2.1,2.624772549,0.372856855,-0.03404007,2.355703354,0.370644695,-0.022701045,2.1,3.337634325,0.392085976,-0.04146915,2.051101208,0.391406649,-0.023746426,2.1,4.207820892,0.388173925,-0.015838463,2.236607075,0.386641092,-0.02280786,2.1,4.07843256,0.399063693,-0.029312286,2.11775589,0.39838271,-0.014646255,2.1,4.336719036,0.382555193,-0.005428576,2.387315273,0.382727053,-0.015483755,2.1,4.070345402,0.39532019,-0.02952833,2.134174585,0.394468175,-0.026117734,2.1,4.842265606,0.378981233,-0.033344798,2.567184925,0.378982723,-0.033206479,2.1,4.985131741,0.43786433,-1.819332901,3.868666172,0.377281507,0.985850247,2.1,5.086338997,0.391916103,-0.015344747,3.431245089,0.392087466,-0.021285205,2.1,5.34634161,0.369960401,-0.029333902,3.683160305,0.368600918,-0.022089247
2.14,2.639720917,0.370643205,-0.044206088,2.370651722,0.369962553,-0.027073777,2.14,3.353317738,0.389874809,-0.036626847,2.066784859,0.389704605,-0.026364477,2.14,4.223259449,0.386640098,-0.01962906,2.252045631,0.385960274,-0.021043291,2.14,4.094360828,0.398382876,-0.019384272,2.133684397,0.398042467,-0.015360959,2.14,4.352157593,0.382727385,-0.005908264,2.402508736,0.382046236,-0.029312976,2.14,4.086029053,0.393620465,-0.014656258,2.149857998,0.392766297,-0.022801996,2.14,4.857458591,0.376768576,-0.040046641,2.582378149,0.376770397,-0.043958311,2.14,5.000815392,0.398895476,-0.844153541,3.884104729,0.390555627,0.32462881,2.14,5.102022648,0.391407808,-0.023521069,3.446928501,0.391405159,-0.022825567,2.14,5.361044407,0.368088153,-0.033192567,3.697863579,0.368432204,0.001669827
2.18,2.654423952,0.368430714,-0.0341447,2.385354757,0.368260509,-0.02776514,2.18,3.368756294,0.389023953,-0.026594663,2.082223177,0.389022463,-0.023291343,2.18,4.238697529,0.386129485,-0.014648209,2.26748395,0.385278463,-0.022812114,2.18,4.110289574,0.398042467,-0.020093572,2.149612904,0.397531854,-0.023634782,2.18,4.367351055,0.382555193,-0.019385077,2.417947054,0.380003783,-0.033686282,2.18,4.101712704,0.394469168,-0.005338433,2.16554141,0.39225618,-0.011447794,2.18,4.87240696,0.374729104,-0.022896968,2.597326517,0.374558899,-0.033328471,2.18,5.016253948,0.389533242,-0.284834776,3.900033236,0.390384098,0.038042228,2.18,5.117706299,0.389703446,-0.025550202,3.462611914,0.389872988,-0.016547533,2.18,5.375747681,0.367069907,-0.030105635,3.712566853,0.36979417,0.000949489
2.22,2.669127226,0.367751386,-0.0203118,2.400058031,0.367581182,-0.026695154,2.22,3.384439707,0.388342142,-0.027775603,2.09790659,0.388341645,-0.030247403,2.22,4.254136086,0.385791063,-0.015365673,2.282922268,0.383747617,-0.016543393,2.22,4.126217842,0.397361649,-0.03333169,2.16554141,0.395829976,-0.026229608,2.22,4.382789135,0.381534298,-0.040160009,2.432895422,0.37830174,-0.016193055,2.22,4.117640972,0.394298302,-0.019746338,2.181224823,0.392087466,-0.005071914,2.22,4.887355328,0.374559893,0.001667182,2.612274885,0.373877088,-0.016196504,2.22,5.031937122,0.388341149,-0.08072865,3.915471554,0.387490624,-0.018669108,2.22,5.133144379,0.389021966,-0.019273548,3.478050232,0.389703115,-0.004713642,2.22,5.390450954,0.365368856,-0.019836941,3.727515221,0.3696238,-0.02624398
2.26,2.6838305,0.367411474,-0.020437931,2.414761305,0.366730657,-0.037340286,2.26,3.399878025,0.386641092,-0.027062854,2.113344908,0.386470887,-0.034142286,2.26,4.269574642,0.385278463,-0.023647775,2.29811573,0.383577413,-0.004731349,2.26,4.142146587,0.395148993,-0.040068947,2.181224823,0.395149655,-0.022558357,2.26,4.397982597,0.378303395,-0.037558285,2.448088646,0.379152762,-0.008746499,2.26,4.133324623,0.392596258,-0.029305617,2.196908474,0.392087466,-0.005801335,2.26,4.902303696,0.375921528,0.001642347,2.627223015,0.373706884,-0.009096837,2.26,5.047375679,0.386639105,-0.030368245,3.930909872,0.386981335,-0.003183858,2.26,5.14882803,0.388511353,-0.019731391,3.493733644,0.390555627,-0.015352105,2.26,5.404909134,0.365198983,-0.005429266,3.742218494,0.36741015,-0.047157001
2.3,2.698533773,0.366730822,-0.034982546,2.429464579,0.364518166,-0.044911134,2.3,3.415316582,0.385960274,-0.022579168,2.128783464,0.385450158,-0.034152174,2.3,4.285012722,0.38357642,-0.026231333,2.313554049,0.384427441,-0.015362453,2.3,4.157829762,0.39310654,-0.022930082,2.19715333,0.394470327,-0.026938448,2.3,4.412930965,0.37762324,-0.015838233,2.463282108,0.378812353,-0.026948336,2.3,4.149007797,0.391575694,-0.029293429,2.212591887,0.391915772,-0.015379125,2.3,4.917497158,0.37575033,-0.023081623,2.642171383,0.373537673,-0.012291848,2.3,5.062813759,0.386129154,-0.012507777,3.946348429,0.388172766,0.001884491,2.3,5.164266109,0.38715038,-0.015344747,3.509417295,0.388853749,-0.03356843,2.3,5.419612408,0.366050005,-0.01548226,3.75692153,0.364858409,-0.04395854
2.34,2.713237047,0.364518166,-0.04810557,2.443922758,0.362305509,-0.034276465,2.34,3.4307549,0.385278463,-0.026236622,2.144221783,0.38357791,-0.030261545,2.34,4.300206184,0.382897589,-0.022456142,2.328992367,0.382726557,-0.033675015,2.34,4.173513412,0.392936336,0.001537947,2.212836981,0.392768284,-0.026958684,2.34,4.428124428,0.378303395,-0.019529489,2.478475332,0.3767699,-0.040774912,2.34,4.164691448,0.389875968,-0.01973898,2.228275299,0.391234623,-0.032385995,2.34,4.932445526,0.373704897,-0.04068063,2.657119751,0.373026066,-0.022931346,2.34,5.078252316,0.385961268,-0.008148038,3.962031841,0.388171441,-0.016433589,2.34,5.179704666,0.387663311,-0.018550796,3.524855614,0.386810303,-0.029312171,2.34,5.434315681,0.364347961,-0.033567855,3.771379948,0.362987154,-0.019512933
2.38,2.727695227,0.362135304,-0.043851151,2.458380938,0.361624691,-0.020329737,2.38,3.446193218,0.383577579,-0.023746541,2.159415245,0.382896761,-0.023412645,2.38,4.315644741,0.382214785,-0.026241911,2.344185829,0.380684435,-0.030132654,2.38,4.189196587,0.394297971,0.000952019,2.228520393,0.392085976,-0.022589172,2.38,4.44331789,0.376598371,-0.034414784,2.4934237,0.374557409,-0.032615491,2.38,4.180130005,0.389703446,-0.00545663,2.243958712,0.389022297,-0.039936492,2.38,4.947393417,0.37149224,-0.035792911,2.672067881,0.371324188,-0.026229378,2.38,5.093690872,0.385789076,-0.011347648,3.97747016,0.386469563,-0.028589418,2.38,5.195388317,0.385959281,-0.026601332,3.540293932,0.386130479,-0.015361419,2.38,5.448773861,0.362305509,-0.029312976,3.785838127,0.363835692,-0.006281368
2.42,2.742153406,0.360943874,-0.03498634,2.472839117,0.361284282,-0.020329162,2.42,3.461386681,0.383067297,-0.016304239,2.174853563,0.382214785,-0.027184616,2.42,4.330837727,0.380513072,-0.023736768,2.359379053,0.380003783,-0.019496146,2.42,4.205125332,0.394128097,-0.026107616,2.244203806,0.391404827,-0.026121644,2.42,4.458265781,0.374555919,-0.029410247,2.50837183,0.373876923,-0.016181787,2.42,4.195813179,0.390553806,-0.015491229,2.25939703,0.386981335,-0.022916744,2.42,4.962096691,0.370644199,-0.023250181,2.686771154,0.370644695,-0.023276856,2.42,5.109128952,0.385278795,-0.018890441,3.992908478,0.385449992,-0.029176382,2.42,5.210581303,0.384427441,-0.01275659,3.555732489,0.385960274,-0.008987148,2.42,5.46323204,0.361624691,-0.01548387,3.800541162,0.363665157,-0.019849014
2.46,2.756611586,0.35924183,-0.024702469,2.487297297,0.360603465,-0.034273361,2.46,3.476824999,0.382727053,-0.019499365,2.190046787,0.3805139,-0.027762726,2.46,4.346031189,0.380005108,-0.016295156,2.374572515,0.37966354,-0.020085983,2.46,4.220808506,0.391916103,-0.046311107,2.259887218,0.389703115,-0.022916744,2.46,4.473214149,0.373878082,-0.015450756,2.523320198,0.373707877,-0.009924564,2.46,4.21149683,0.388851762,-0.033560496,2.274835587,0.386811296,0.00165442,2.46,4.977045059,0.370134579,-0.020664323,2.701719522,0.369963878,-0.030265684,2.46,5.124567509,0.383749604,-0.015704398,4.008347034,0.383749108,-0.019743809,2.46,5.226019859,0.38528045,-0.007208667,3.571170807,0.385789076,-0.012174341,2.46,5.47769022,0.361454487,-0.009692194,3.814999342,0.361964603,-0.0292886
2.5,2.770824671,0.358901421,-0.016070948,2.501755476,0.358390974,-0.044904925,2.5,3.492018461,0.382046236,-0.034040185,2.20524025,0.379833579,-0.026698719,2.5,4.361224651,0.379664699,-0.019398644,2.389765739,0.378983054,-0.033321112,2.5,4.236492157,0.389365355,-0.040062508,2.275325537,0.389193992,-0.012282075,2.5,4.488162518,0.373708871,-0.009797973,2.538268566,0.373536679,-0.01619271,2.5,4.22693491,0.386809972,-0.029173852,2.290273905,0.388171938,0.00165557,2.5,4.991748333,0.368773275,-0.016303434,2.716422796,0.368090305,-0.034165626,2.5,5.139760971,0.3835794,-0.004625569,4.023540497,0.383576585,-0.005450997,2.5,5.241458416,0.384938055,-0.022814184,3.586609125,0.385279457,-0.022098675,2.5,5.492148399,0.361284282,-0.01548387,3.829457521,0.36094437,-0.029286186
2.54,2.78528285,0.359241996,-0.034148954,2.515968561,0.356178814,-0.037332928,2.54,3.507456779,0.379833579,-0.044205628,2.220433474,0.378983054,-0.037336032,2.54,4.376418114,0.378981233,-0.0332266,2.404959202,0.376771556,-0.040187029,2.54,4.251930714,0.387661325,-0.00981729,2.291009188,0.389023787,-0.00910776,2.54,4.503110886,0.373538666,-0.01632367,2.553216696,0.372856028,-0.032608823,2.54,4.242373466,0.386131472,-0.014650279,2.305957317,0.388002727,-0.022925942,2.54,5.006451607,0.369283888,-0.022574109,2.731125832,0.367069079,-0.034147805,2.54,5.155199528,0.384427773,-0.015386599,4.038978577,0.384427441,-0.015478351,2.54,5.256896496,0.383066138,-0.030474024,3.602047682,0.383577413,-0.022224576,2.54,5.506606579,0.360603465,-0.029312976,3.843915701,0.359243982,-0.019724722
2.58,2.79974103,0.356008609,-0.048443491,2.530181646,0.355329282,-0.026819561,2.58,3.522405148,0.377620922,-0.034158383,2.235626936,0.376771556,-0.044792937,2.58,4.391611099,0.376768576,-0.040164838,2.41990757,0.374727945,-0.023649155,2.58,4.267368793,0.38902296,0.00840053,2.306447506,0.388852259,-0.016081296,2.58,4.518059254,0.372856855,-0.033364804,2.568165064,0.370644861,-0.040763874,2.58,4.257812023,0.385959281,-0.005798575,2.321395874,0.385960274,-0.039954198,2.58,5.021399975,0.36741164,-0.036995582,2.745829105,0.365198321,-0.030241079,2.58,5.170637608,0.382725398,-0.033683983,4.054417133,0.382727385,-0.033567395,2.58,5.272089958,0.381366743,-0.015467773,3.617240906,0.383065806,-0.012880306,2.58,5.521064758,0.358561012,-0.033686053,3.858129025,0.359073778,-0.00556494
