Data Set 1:Time(s),Data Set 1:Position Y 1(m),Data Set 1:Velocity Y 1(m/s),Data Set 1:Acceleration Y 1(m/s??),Data Set 1:Position Y 2(m),Data Set 1:Velocity Y 2(m/s),Data Set 1:Acceleration Y 2(m/s??),Data Set 2:Time(s),Data Set 2:Position Y 1(m),Data Set 2:Velocity Y 1(m/s),Data Set 2:Acceleration Y 1(m/s??),Data Set 2:Position Y 2(m),Data Set 2:Velocity Y 2(m/s),Data Set 2:Acceleration Y 2(m/s??),Data Set 3:Time(s),Data Set 3:Position Y 1(m),Data Set 3:Velocity Y 1(m/s),Data Set 3:Acceleration Y 1(m/s??),Data Set 3:Position Y 2(m),Data Set 3:Velocity Y 2(m/s),Data Set 3:Acceleration Y 2(m/s??),Data Set 4:Time(s),Data Set 4:Position Y 1(m),Data Set 4:Velocity Y 1(m/s),Data Set 4:Acceleration Y 1(m/s??),Data Set 4:Position Y 2(m),Data Set 4:Velocity Y 2(m/s),Data Set 4:Acceleration Y 2(m/s??),Data Set 5:Time(s),Data Set 5:Position Y 1(m),Data Set 5:Velocity Y 1(m/s),Data Set 5:Acceleration Y 1(m/s??),Data Set 5:Position Y 2(m),Data Set 5:Velocity Y 2(m/s),Data Set 5:Acceleration Y 2(m/s??),Data Set 6:Time(s),Data Set 6:Position Y 1(m),Data Set 6:Velocity Y 1(m/s),Data Set 6:Acceleration Y 1(m/s??),Data Set 6:Position Y 2(m),Data Set 6:Velocity Y 2(m/s),Data Set 6:Acceleration Y 2(m/s??),Data Set 7:Time(s),Data Set 7:Position Y 1(m),Data Set 7:Velocity Y 1(m/s),Data Set 7:Acceleration Y 1(m/s??),Data Set 7:Position Y 2(m),Data Set 7:Velocity Y 2(m/s),Data Set 7:Acceleration Y 2(m/s??),Data Set 9:Time(s),Data Set 9:Position Y 1(m),Data Set 9:Velocity Y 1(m/s),Data Set 9:Acceleration Y 1(m/s??),Data Set 9:Position Y 2(m),Data Set 9:Velocity Y 2(m/s),Data Set 9:Acceleration Y 2(m/s??),Data Set 11:Time(s),Data Set 11:Position Y 1(m),Data Set 11:Velocity Y 1(m/s),Data Set 11:Acceleration Y 1(m/s??),Data Set 11:Position Y 2(m),Data Set 11:Velocity Y 2(m/s),Data Set 11:Acceleration Y 2(m/s??),Data Set 12:Time(s),Data Set 12:Position Y 1(m),Data Set 12:Velocity Y 1(m/s),Data Set 12:Acceleration Y 1(m/s??),Data Set 12:Position Y 2(m),Data Set 12:Velocity Y 2(m/s),Data Set 12:Acceleration Y 2(m/s??)
2.62,2.813709021,0.353797442,-0.029892695,2.54439497,0.354648464,-0.028610344,2.62,3.537598372,0.376940105,-0.020326748,2.250575304,0.374557906,-0.033453222,2.62,4.406559467,0.374729104,-0.023606153,2.4348557,0.374557409,-0.001657754,2.62,4.283052444,0.390216377,-0.01548387,2.322130919,0.388171441,-0.032611352,2.62,4.533007622,0.370641218,-0.043990159,2.582868338,0.368602739,-0.026948911,2.62,4.273250103,0.385959281,-0.005901136,2.336834192,0.383746624,-0.032619286,2.62,5.035858154,0.365369187,-0.030849543,2.760287285,0.364518,-0.023274786,2.62,5.18583107,0.380684932,-0.030021931,4.069610596,0.380682945,-0.029196963,2.62,5.287283421,0.382217765,-0.008642903,3.632679224,0.382896761,-0.012399468,2.62,5.535277843,0.356858969,-0.016191445,3.872587204,0.35992331,-0.016328384
2.66,2.827922344,0.354137851,-0.020336521,2.558608055,0.352945096,-0.031093066,2.66,3.55254674,0.376599862,-0.020322953,2.265523434,0.373877088,-0.016188801,2.66,4.421507835,0.374559893,-0.001642347,2.449804068,0.37574884,-0.005430186,2.66,4.298736095,0.388171938,-0.047523666,2.337569237,0.385960274,-0.040761345,2.66,4.547710419,0.368428561,-0.033310764,2.597571611,0.368262,-0.008878264,2.66,4.28868866,0.385791063,-0.01548249,2.352027416,0.383066965,-0.016891087,2.66,5.050561428,0.36468837,-0.019620782,2.774990559,0.363837348,-0.026354129,2.66,5.201024532,0.380002128,-0.018676122,4.084803581,0.380002459,-0.014635562,2.66,5.302721977,0.381874707,-0.026963743,3.647872686,0.382556683,-0.0232772,2.66,5.549490929,0.357709991,-0.008738795,3.887045383,0.358220769,-0.037596113
2.7,2.842135429,0.352774892,-0.024710402,2.572576046,0.352094074,-0.033087247,2.7,3.567739964,0.375919375,-0.034147805,2.280471802,0.373707877,-0.009219404,2.7,4.436456203,0.375751323,-0.005449502,2.464997292,0.375238723,-0.033669496,2.7,4.314174175,0.384597646,-0.040060668,2.353007793,0.383918318,-0.026942127,2.7,4.562413692,0.367750724,-0.016276529,2.612274885,0.369111531,-0.016911898,2.7,4.304127216,0.385108259,-0.033215562,2.367465973,0.382897092,-0.013112907,2.7,5.065019608,0.364347961,-0.020211769,2.789448738,0.362135304,-0.023638692,2.7,5.216217518,0.37966205,-0.01616592,4.099997044,0.379834904,-0.00577558,2.7,5.317914963,0.379832255,-0.040763414,3.663311005,0.381535623,-0.043963025,2.7,5.563949108,0.357369913,-0.02692879,3.901258469,0.356007947,-0.039714354
2.74,2.85610342,0.352094074,-0.030723297,2.586789131,0.350903968,-0.044904465,2.74,3.582688332,0.373707877,-0.044083752,2.29542017,0.373536679,-0.01312406,2.74,4.451649666,0.375239717,-0.033719396,2.47994566,0.37200633,-0.040057794,2.74,4.329367638,0.383918815,-0.008628416,2.368201017,0.38357791,-0.008749603,2.74,4.577116966,0.367581513,-0.009908352,2.627223015,0.367409488,-0.036985234,2.74,4.319565296,0.382895933,-0.043948537,2.382659197,0.382556849,-0.022690697,2.74,5.079722881,0.363667144,-0.034159072,2.803906918,0.361624691,-0.01548364,2.74,5.23141098,0.379154417,-0.023729179,4.115190506,0.379834904,-0.005924131,2.74,5.333108425,0.377622247,-0.032607788,3.678504467,0.378131701,-0.043370887,2.74,5.578162193,0.355328454,-0.040743408,3.915471554,0.354816682,-0.033322262
2.78,2.870316505,0.350903968,-0.048213995,2.60075736,0.34767025,-0.038532724,2.78,3.5976367,0.371494227,-0.033450232,2.310368299,0.373026066,-0.026944772,2.78,4.466598034,0.372002853,-0.040089643,2.494648933,0.370985104,-0.022582158,2.78,4.344806194,0.385108259,-0.002372228,2.383639574,0.3844286,-0.016202713,2.78,4.59182024,0.36741164,-0.016303434,2.641681194,0.365198321,-0.03650566,2.78,4.334758759,0.380685925,-0.033315593,2.398097754,0.381535623,-0.040777442,2.78,5.094181061,0.361454487,-0.044087661,2.818365097,0.361284282,-0.015601263,2.78,5.246604443,0.377453036,-0.026121414,4.130383968,0.37966205,-0.01537901,2.78,5.348056793,0.376941429,-0.016089345,3.693452597,0.377110806,-0.020082994,2.78,5.592375278,0.353118777,-0.032601579,3.929684639,0.353115135,-0.02054831
2.82,2.884284735,0.347500046,-0.04881579,2.614480257,0.34698844,-0.016070948,2.82,3.612339735,0.370813575,-0.017009859,2.325316668,0.371154812,-0.036640415,2.82,4.481300831,0.370981627,-0.022554793,2.509597301,0.370643371,-0.013126359,2.82,4.360244274,0.384938055,-0.023867383,2.399077892,0.382725398,-0.033804365,2.82,4.606523514,0.366730822,-0.03333008,2.656384468,0.364177591,-0.026938908,2.82,4.349952221,0.380005108,-0.016207542,2.413290977,0.37830174,-0.036877385,2.82,5.10863924,0.35924183,-0.03333169,2.832823277,0.360773669,-0.02446297,2.82,5.261552811,0.376771556,-0.021775242,4.145576954,0.378981233,-0.032365184,2.82,5.363250256,0.376768576,-0.009114314,3.708646059,0.37694176,-0.006027957,2.82,5.606343746,0.35243796,-0.016213751,3.94365263,0.352946421,-0.005540909
2.86,2.898007631,0.346307622,-0.033918078,2.628448248,0.347670416,-0.020318584,2.86,3.627288103,0.370644695,-0.01323007,2.340019941,0.369962388,-0.041132954,2.86,4.496249199,0.370644199,-0.013203395,2.524300337,0.370473166,-0.01700917,2.86,4.375682831,0.382897589,-0.040894719,2.414271116,0.380684104,-0.03012978,2.86,4.621226788,0.364518166,-0.044087431,2.670842648,0.362816122,-0.013116011,2.86,4.365145683,0.379832255,-0.009115923,2.428239346,0.377620922,-0.011819058,2.86,5.122852325,0.358561012,-0.016311253,2.847281456,0.359071791,-0.030366635,2.86,5.276746273,0.376087758,-0.022949628,4.160770416,0.376771556,-0.040041812,2.86,5.378198147,0.376598371,-0.012270002,3.723594427,0.377110806,-0.005446857,2.86,5.620556831,0.352264775,-0.009961702,3.957865953,0.353797608,-0.015602413
2.9,2.911975622,0.345457759,-0.031189648,2.642416477,0.345968703,-0.038524676,2.9,3.641991377,0.370304286,-0.023528428,2.354968071,0.367749896,-0.041118352,2.9,4.510952473,0.370474988,-0.017709386,2.539248705,0.369793839,-0.033550608,2.9,4.390876293,0.380682945,-0.036523712,2.429464579,0.380003618,-0.019494996,2.9,4.635684967,0.362305509,-0.034159072,2.685300827,0.363667144,-0.012764408,2.9,4.380338669,0.37966205,-0.012277821,2.44343257,0.378471944,-0.009097987,2.9,5.137310505,0.358390808,-0.010046786,2.861494541,0.358221266,-0.033668806,2.9,5.291694164,0.374555919,-0.016526722,4.175718784,0.374729766,-0.023639496,2.9,5.393391609,0.376090739,-0.022895588,3.738787651,0.377621088,-0.029316655,2.9,5.634524822,0.352093577,-0.01632367,3.972079039,0.352094571,-0.034395237
2.94,2.925698757,0.343756212,-0.028471681,2.656139374,0.343756212,-0.040653495,2.94,3.656939745,0.369281736,-0.0448034,2.36942625,0.365879138,-0.024212317,2.94,4.525900841,0.369794501,-0.036751598,2.553951979,0.367581679,-0.044786728,2.94,4.406069279,0.379832255,-0.026567299,2.444657803,0.379663375,-0.020205331,2.94,4.650143147,0.361624691,-0.020329967,2.700004101,0.362986326,-0.037822275,2.94,4.395532131,0.379154086,-0.022915594,2.458626032,0.377280679,-0.016540634,2.94,5.15152359,0.358220604,-0.017020437,2.875952721,0.357031325,-0.048095107,2.94,5.306642532,0.374388695,-0.004694786,4.190667152,0.374558899,-0.00168167,2.94,5.408339977,0.374389688,-0.026103017,3.753981113,0.374387205,-0.043611077,2.94,5.648737907,0.35141276,-0.03343747,3.986047029,0.350053112,-0.033211538
2.98,2.939421654,0.343075891,-0.025989764,2.669862509,0.342564947,-0.037460898,2.98,3.67164278,0.365877648,-0.047385923,2.384129524,0.366390248,-0.020319734,2.98,4.540604115,0.36741164,-0.0511779,2.568655252,0.365369187,-0.037346495,2.98,4.421262741,0.379154417,-0.027747894,2.459851265,0.378982723,-0.034151369,2.98,4.664601326,0.361284282,-0.020329967,2.71446228,0.359752443,-0.044792937,2.98,4.410725594,0.377452042,-0.026254328,2.473574162,0.376770397,-0.018545852,2.98,5.16598177,0.357539786,-0.03664099,2.890166044,0.353627238,-0.044921597,2.98,5.3215909,0.37524071,-0.015353255,4.20561552,0.37574735,-0.005456401,2.98,5.423288345,0.373709202,-0.022575719,3.768684149,0.372345083,-0.019255612,2.98,5.662705898,0.349201096,-0.044763502,4.000015259,0.349201924,-0.025182617
3.02,2.953144789,0.342226028,-0.033449083,2.683585405,0.34069303,-0.031901937,3.02,3.68610096,0.364687708,-0.030477474,2.398832798,0.364858574,-0.030372844,3.02,4.555307388,0.364858574,-0.044796616,2.583113432,0.364518166,-0.026593629,3.02,4.436456203,0.377453036,-0.027066993,2.475044489,0.376770397,-0.044076393,3.02,4.679059505,0.360603465,-0.034158842,2.728675365,0.358561178,-0.033085177,3.02,4.425673962,0.376768576,-0.023298012,2.488767624,0.376090739,-0.025409239,3.02,5.180194855,0.355156925,-0.0511779,2.904134035,0.352604687,-0.023528428,3.02,5.336784363,0.373538666,-0.033580503,4.220808506,0.375236736,-0.033665126,3.02,5.438236713,0.373028053,-0.026967652,3.783632517,0.373197264,-0.001650855,3.02,5.676673889,0.34699142,-0.037328099,4.01398325,0.348519948,-0.024464809
3.06,2.966867924,0.340182417,-0.03535059,2.697063446,0.340013372,-0.028245289,3.06,3.700804234,0.364007387,-0.023983971,2.413290977,0.363837348,-0.037940587,3.06,4.569765568,0.362986326,-0.019620782,2.597816706,0.363837348,-0.027067108,3.06,4.451404572,0.376771556,-0.022602624,2.489992857,0.374558899,-0.033328471,3.06,4.693517685,0.358390808,-0.044204249,2.743133545,0.357710653,-0.031068461,3.06,4.440866947,0.376087758,-0.030118052,2.503715992,0.374387701,-0.023642946,3.06,5.19440794,0.352603859,-0.044907225,2.91834712,0.352264278,-0.013348267,3.06,5.351487637,0.37149522,-0.029346089,4.235756874,0.372005834,-0.040034223,3.06,5.453185081,0.371325016,-0.026983519,3.798580885,0.373366475,-0.009810046,3.06,5.690397263,0.346140398,-0.026607541,4.027951241,0.346988605,-0.020659839
3.1,2.980345726,0.338480042,-0.020451039,2.710786581,0.339161356,-0.040778476,3.1,3.715262413,0.362645917,-0.017134611,2.427994251,0.361624691,-0.040423309,3.1,4.584223747,0.363837348,-0.006264467,2.612274885,0.362135304,-0.023875891,3.1,4.466598034,0.376087758,-0.026259157,2.504941225,0.373877088,-0.016314702,3.1,4.70773077,0.356178151,-0.034151254,2.75734663,0.356010099,-0.028474325,3.1,4.455815315,0.37421849,-0.033298346,2.518664122,0.373877088,-0.016306883,3.1,5.208375931,0.350731942,-0.021609673,2.932315111,0.352095399,-0.018546312,3.1,5.366436005,0.370811423,-0.015504566,4.250460148,0.370985601,-0.022437285,3.1,5.467888355,0.370641218,-0.022714843,3.813529015,0.372856028,-0.030126676,3.1,5.704365253,0.345456931,-0.027081711,4.041674137,0.346651011,-0.015228849
3.14,2.993823767,0.33916086,-0.019967671,2.724264383,0.336778661,-0.052114512,3.14,3.729720592,0.363156531,-0.023519689,2.442207336,0.359752443,-0.024111482,3.14,4.598927021,0.363667144,-0.019975375,2.626733065,0.361624691,-0.016193055,3.14,4.481545925,0.374385715,-0.023736538,2.519889355,0.373706884,-0.009924219,3.14,4.721943855,0.355497665,-0.020309731,2.771559954,0.355329282,-0.026128197,3.14,4.470763683,0.373198258,-0.03012794,2.53361249,0.373537673,-0.01950178,3.14,5.222343922,0.351583958,-0.021120556,2.946528435,0.351414747,-0.045623193,3.14,5.381138802,0.370641218,-0.009671268,4.265408516,0.370645523,-0.01228495,3.14,5.482836246,0.369960401,-0.0269281,3.828477383,0.370644861,-0.043364219,3.14,5.71808815,0.343754888,-0.023861174,4.055642605,0.34699142,-0.034054787
3.18,3.007546663,0.338310334,-0.048913177,2.737742424,0.33422692,-0.045734377,3.18,3.744423866,0.361284282,-0.041010502,2.456665516,0.360263056,-0.020444255,3.18,4.613385201,0.3619651,-0.030022161,2.641191244,0.361284282,-0.018675202,3.18,4.496494293,0.373878082,-0.016276759,2.534837723,0.373537673,-0.016310448,3.18,4.73615694,0.35515825,-0.020295244,2.785773039,0.354476935,-0.034166201,3.18,4.485712051,0.371496214,-0.019869595,2.548560858,0.372855862,-0.03404122,3.18,5.236557007,0.351246529,-0.091452427,2.960496426,0.349030892,-0.103647004,3.18,5.39608717,0.370473994,-0.015449147,4.28011179,0.370475319,-0.012883526,3.18,5.49753952,0.368261337,-0.026914303,3.843180656,0.368432535,-0.03404076,3.18,5.731811047,0.343246924,-0.016296535,4.069610596,0.343754888,-0.04847557
3.22,3.021024704,0.334567494,-0.062860594,2.75097537,0.332354671,-0.023646625,3.22,3.758636951,0.359071791,-0.041240803,2.471123695,0.358731382,-0.03107582,3.22,4.62784338,0.360943874,-0.032622505,2.655649424,0.360603465,-0.030140243,3.22,4.511442661,0.373538666,-0.019483958,2.549786091,0.372855862,-0.03333192,3.22,4.750370026,0.354480412,-0.034138146,2.799986124,0.352434483,-0.038406133,3.22,4.500415325,0.371325016,-0.005470198,2.563508987,0.370643371,-0.044074093,3.22,5.250525475,0.34733216,-0.262261357,2.974464417,0.34528772,-0.244743064,3.22,5.410790443,0.36979417,-0.029292739,4.295060158,0.369964706,-0.022346913,3.22,5.512242794,0.367581513,-0.02267368,3.85788393,0.367751386,-0.020343419,3.22,5.74553442,0.342906515,-0.019517302,4.083088398,0.341542231,-0.029771048
3.26,3.03425765,0.331844721,-0.044553437,2.764208317,0.333034164,-0.016790596,3.26,3.773095131,0.357880857,-0.037569323,2.485336781,0.357710653,-0.041233445,3.26,4.642301559,0.359071626,-0.026949026,2.670107603,0.358561012,-0.034631057,3.26,4.526391029,0.37285818,-0.034040875,2.564734221,0.370643371,-0.043955206,3.26,4.764583588,0.352267755,-0.044226554,2.813954115,0.350563559,-0.025992983,3.26,4.515363693,0.372173058,-0.015622764,2.578212261,0.368432204,-0.033317433,3.26,5.264493465,0.335927142,-0.567168319,2.988187551,0.335417522,-0.534870512,3.26,5.425738811,0.367752049,-0.033678464,4.309763432,0.368262331,-0.02283235,3.26,5.526946068,0.366901027,-0.026941207,3.872587204,0.367409488,-0.020339625,3.26,5.759257317,0.342223048,-0.034055362,4.096811295,0.341885289,-0.019606065
3.3,3.047490597,0.330993699,-0.02364559,2.777686119,0.332353347,-0.038639309,3.3,3.787308216,0.356010099,-0.031783855,2.49979496,0.355329282,-0.047622318,3.3,4.656514645,0.358561012,-0.017020437,2.684320688,0.356858969,-0.02020786,3.3,4.541339397,0.370645192,-0.044224485,2.579437494,0.368432204,-0.033314328,3.3,4.778551579,0.350052118,-0.034073989,2.827922344,0.350904134,-0.023404136,3.3,4.530311584,0.370471014,-0.034374541,2.592915535,0.367751718,-0.016311138,3.3,5.278216362,0.303592947,-0.884215359,3.001910448,0.308189458,-0.921430664,3.3,5.440196991,0.366050005,-0.016191445,4.324466705,0.367750724,-0.015518594,3.3,5.541649342,0.365198983,-0.026947416,3.887290239,0.36672867,-0.034030297,3.3,5.772980213,0.340010391,-0.044189761,4.110534668,0.340523654,-0.021526429
3.34,3.060723543,0.330652793,-0.017982574,2.790919065,0.329120954,-0.045015764,3.34,3.80152154,0.355329282,-0.02766465,2.513763189,0.353116625,-0.035583881,3.34,4.670972824,0.358220604,-0.01973875,2.698533773,0.357539952,-0.019137874,3.34,4.556042671,0.368431542,-0.034193566,2.594140768,0.367751883,-0.016304929,3.34,4.792519569,0.349370307,-0.019515002,2.842135429,0.349201096,-0.03143984,3.34,4.545014858,0.368431542,-0.033296967,2.607618809,0.367581182,-0.009823843,3.34,5.289488792,0.254923105,-0.94919615,3.014163256,0.251861579,-1.060770319,3.34,5.454900265,0.366901027,-0.008746384,4.339169979,0.367407335,-0.016332179,3.34,5.556107521,0.364518166,-0.022575489,3.901993513,0.364517503,-0.043361114,3.34,5.786458015,0.337800384,-0.034137916,4.12401247,0.340010391,-0.024243591
3.38,3.07395649,0.33014069,-0.028023036,2.803906918,0.32793002,-0.033794362,3.38,3.815734625,0.354476935,-0.038302423,2.527976274,0.352434483,-0.023764133,3.38,4.685185909,0.357539786,-0.03474845,2.712991953,0.356689427,-0.044897567,3.38,4.570745945,0.367747744,-0.020350893,2.608844042,0.367581679,-0.01005288,3.38,4.80648756,0.349029899,-0.016417032,2.855858326,0.347500046,-0.02351693,3.38,4.559718132,0.367581513,-0.025865012,2.622322083,0.367409488,-0.015493528,3.38,5.298065662,0.217484766,-0.76872929,3.021514893,0.206593507,-0.814015828,3.38,5.469603539,0.366560618,-0.026949026,4.353872776,0.366896722,-0.027637285,3.38,5.570810795,0.363837348,-0.026239841,3.916451693,0.362305343,-0.030011927,3.38,5.799936295,0.337119897,-0.020330657,4.137735367,0.339159369,-0.039928443
3.42,3.087189198,0.328268442,-0.037575532,2.817139864,0.327079164,-0.034273361,3.42,3.82994771,0.352264278,-0.048804407,2.541944265,0.35192387,-0.027528746,3.42,4.699644089,0.355327129,-0.047389372,2.727205038,0.353116625,-0.052350217,3.42,4.585448742,0.367407335,-0.020309041,2.623547316,0.367410978,-0.017154387,3.42,4.820455551,0.348520279,-0.024551733,2.869826555,0.347840455,-0.026715965,3.42,4.574421406,0.366901027,-0.027650392,2.637025118,0.36672867,-0.029420595,3.42,5.306152344,0.196554926,-0.632362509,3.02935648,0.190256867,-0.610624061,3.42,5.484306812,0.364518166,-0.040896329,4.36857605,0.365027454,-0.036606496,3.42,5.585268974,0.362135304,-0.023757694,3.930909872,0.361794896,-0.009096492,3.42,5.813414097,0.336777502,-0.020322378,4.151213169,0.336779488,-0.051855121
3.46,3.10017705,0.327078501,-0.045248365,2.830127716,0.325206916,-0.035103732,3.46,3.843915701,0.349882907,-0.043952677,2.556157351,0.350904134,-0.045724949,3.46,4.71361208,0.352944599,-0.0405215,2.741173267,0.350903968,-0.026009885,3.46,4.600152016,0.366729498,-0.034124349,2.638250589,0.36672867,-0.037356843,3.46,4.834423542,0.346821215,-0.030354447,2.883794546,0.345967213,-0.041719802,3.46,4.58912468,0.365198983,-0.027183811,2.651728392,0.364687708,-0.034378106,3.46,5.313994408,0.173579984,-0.639466776,3.037198305,0.16762399,-0.615948236,3.46,5.498764992,0.362305509,-0.03333169,4.383034229,0.363837017,-0.040285105,3.46,5.599727154,0.361624691,-0.016311253,3.945368052,0.3619651,0.001541281,3.46,5.826891899,0.336099002,-0.034137916,4.164691448,0.334227416,-0.044901246
3.5,3.113409996,0.324696302,-0.052223051,2.843115568,0.324185689,-0.03522193,3.5,3.85788393,0.348691973,-0.034979556,2.57012558,0.347500543,-0.048214455,3.5,4.727825165,0.351924366,-0.027741685,2.755141258,0.351583461,-0.009580435,3.5,4.614855289,0.364517834,-0.044185622,2.652953625,0.364345974,-0.054468458,3.5,4.848146915,0.345970194,-0.03369939,2.897517443,0.343755715,-0.041354747,3.5,4.603582859,0.364518166,-0.023402872,2.666186571,0.362986161,-0.019492352,3.5,5.320365429,0.144309468,-0.643243576,3.043079615,0.139373541,-0.619493701,3.5,5.513223171,0.361624691,-0.019384387,4.397737503,0.361624691,-0.036987993,3.5,5.614185333,0.361284282,-0.019502585,3.959826231,0.362986492,-0.01299149,3.5,5.840370178,0.333887008,-0.04419827,4.177924156,0.332355168,-0.019626761
3.54,3.126152754,0.322314103,-0.045366447,2.85610342,0.322313441,-0.035100743,3.54,3.871851921,0.34698993,-0.024824461,2.583848476,0.346309278,-0.033800571,3.54,4.741793156,0.350565712,-0.013216962,2.769354343,0.351413257,-0.021500674,3.54,4.629313469,0.362305509,-0.034151254,2.667411804,0.361624691,-0.051972169,3.54,4.862114906,0.344776114,-0.04871162,2.911240578,0.342564782,-0.03769097,3.54,4.618286133,0.363837348,-0.030140358,2.680644751,0.363667144,-0.015951946,3.54,5.325266838,0.119974878,-0.606256733,3.047980547,0.117080576,-0.609907862,3.54,5.527681351,0.361284282,-0.016311253,4.411950588,0.359922647,-0.012999883,3.54,5.628643513,0.360603465,-0.034159072,3.974529505,0.361284945,-0.037096648,3.54,5.853602886,0.331674351,-0.034166431,4.191157341,0.333205528,-0.00640198
3.58,3.139140606,0.321124163,-0.038402109,2.868846178,0.321462585,-0.037931159,3.58,3.885575056,0.34664919,-0.016793586,2.597816706,0.345458256,-0.03120333,3.58,4.755761623,0.351416734,-0.012784644,2.783322334,0.349712703,-0.034141596,3.58,4.643771648,0.361624691,-0.020328127,2.681869984,0.359414021,-0.031065357,3.58,4.875837803,0.341372026,-0.051635743,2.924963474,0.34069303,-0.03579889,3.58,4.632744312,0.3619651,-0.03333169,2.695348024,0.362986326,-0.038527665,3.58,5.329922676,0.096829732,-0.580491061,3.052636623,0.091384848,-0.602338624,3.58,5.54213953,0.360773669,-0.023757694,4.426408768,0.360943874,0.001538407,3.58,5.643101692,0.358390808,-0.044914813,3.98874259,0.359073778,-0.041122261,3.58,5.866836071,0.330992871,-0.020349513,4.204635143,0.333033005,-0.020802527
3.62,3.151883602,0.319251915,-0.031919759,2.88183403,0.320101447,-0.056243835,3.62,3.899543047,0.34698844,-0.037467797,2.611539602,0.343756212,-0.028603561,3.62,4.769974709,0.350732936,-0.037850099,2.797290564,0.348521769,-0.043013765,3.62,4.658229828,0.361284282,-0.020328127,2.696083307,0.359073778,-0.009698632,3.62,4.889315605,0.340353449,-0.06451099,2.938441515,0.340013372,-0.056608201,3.62,4.647202492,0.360943874,-0.030258555,2.709806204,0.359752609,-0.04490481,3.62,5.333108425,0.072835551,-0.537110746,3.055332184,0.066029363,-0.531910976,3.62,5.55659771,0.359071626,-0.026239841,4.440866947,0.361114078,-0.009093388,3.62,5.657314777,0.356178151,-0.037348795,4.003201008,0.357882347,-0.040670397,3.62,5.880068779,0.330650144,-0.020329737,4.217867851,0.33133328,-0.034138146
3.66,3.16462636,0.318569773,-0.02766534,2.894576788,0.31635844,-0.060384426,3.66,3.913511038,0.343585511,-0.055657332,2.625262737,0.343075395,-0.026830139,3.66,4.783942699,0.34749839,-0.044796846,2.811258554,0.346139073,-0.044792937,3.66,4.672688007,0.360603465,-0.034269451,2.710541487,0.35992331,-0.017154387,3.66,4.903038979,0.33916235,-0.175504635,2.95216465,0.338991152,-0.178221912,3.66,4.661660671,0.35924183,-0.020684329,2.724019289,0.358561675,-0.032959736,3.66,5.335558891,0.053096149,-0.47756152,3.057537794,0.048671663,-0.45452037,3.66,5.570810795,0.358390808,-0.022457522,4.455325127,0.360603796,-0.030001924,3.66,5.671527863,0.355327129,-0.026704812,4.017414093,0.355838405,-0.038194919,3.66,5.893301487,0.329971645,-0.034256114,4.231101036,0.330142511,-0.043719271
3.7,3.177369118,0.317718751,-0.038287936,2.90707469,0.313975745,-0.037231747,3.7,3.926989079,0.341032942,-0.041237009,2.638985634,0.342224373,-0.037347185,3.7,4.797665596,0.346307622,-0.03306816,2.824981689,0.344096621,-0.027775603,3.7,4.687146187,0.358391139,-0.044894807,2.724999666,0.358220769,-0.037829288,3.7,4.916516781,0.332693259,-0.450855788,2.965642452,0.331673192,-0.459241025,3.7,4.675873756,0.359071626,-0.009454189,2.738477468,0.357712143,-0.030247977,3.7,5.337274551,0.035566754,-0.427822916,3.059253216,0.03182292,-0.411156036,3.7,5.585268974,0.357709991,-0.026239611,4.469783306,0.358392133,-0.043343753,3.7,5.685740948,0.354646643,-0.027756172,4.031627178,0.354816682,-0.034994963,3.7,5.906534672,0.32775965,-0.044899866,4.244333744,0.327759981,-0.048099937
3.74,3.190111876,0.315507419,-0.04892318,2.919572353,0.314144956,-0.027654187,3.74,3.940711975,0.340182417,-0.022915939,2.652708769,0.340011881,-0.04490803,3.74,4.811633587,0.34545958,-0.031065012,2.838704586,0.343756212,-0.008982779,3.74,4.701359272,0.356179476,-0.037315681,2.739212751,0.356008112,-0.040535528,3.74,4.930239677,0.309210022,-0.84436901,2.979120493,0.31023158,-0.89058779,3.74,4.690331936,0.359752443,-0.025995628,2.752690792,0.356010099,-0.024594734,3.74,5.338499546,0.017696619,-0.345793403,3.060233355,0.01361337,-0.319911949,3.74,5.599482059,0.356007947,-0.023756084,4.483996391,0.356182456,-0.034019949,3.74,5.699954033,0.352945593,-0.027150698,4.045840263,0.352944268,-0.030372844,3.74,5.919522285,0.325547324,-0.037337527,4.257321835,0.325547324,-0.035576062
